The following lines contain 2177 text messages, one per line. Each text message can be classified as spam or ham (i.e., not spam).

You will be asked to answer questions about the aggregate label statistics across all 2177 examples in this dataset. Do not try to guess, estimate, or approximate the result. Calculate the exact answer given these datapoints.

Date: Apr 01, 2025 || User: 23965 || Instance: Compliments to you. Was away from the system. How your side. 
Date: Aug 06, 2022 || User: 69416 || Instance: Urgent! Please call 09061213237 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+ 
Date: Jun 19, 2022 || User: 36821 || Instance: Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer 
Date: Feb 08, 2025 || User: 89992 || Instance: Wanna do some art?! :D 
Date: Dec 29, 2023 || User: 23844 || Instance: Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything! 
Date: Mar 12, 2024 || User: 23398 || Instance: Da is good good player.why he is unsold. 
Date: Nov 27, 2022 || User: 35922 || Instance: FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+ 
Date: May 28, 2022 || User: 18596 || Instance: awesome, how do I deal with the gate? Charles told me last night but, uh, yeah 
Date: Dec 06, 2024 || User: 10488 || Instance: Thanks for looking out for me. I really appreciate. 
Date: Jul 23, 2023 || User: 69863 || Instance: So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream 
Date: Feb 03, 2025 || User: 15884 || Instance: Sir, waiting for your letter. 
Date: May 26, 2024 || User: 64280 || Instance: I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.| 
Date: Jul 02, 2024 || User: 73080 || Instance: Or I guess  &lt;#&gt;  min 
Date: Dec 07, 2022 || User: 98699 || Instance: In fact when do you leave? I think addie goes back to school tues or wed 
Date: Feb 21, 2024 || User: 50808 || Instance: Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate) 
Date: May 03, 2024 || User: 22695 || Instance: U need my presnts always bcz U cant mis love. "jeevithathile irulinae neekunna prakasamanu sneham" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me.... 
Date: Sep 04, 2022 || User: 45736 || Instance: I always chat with you. In fact i need money can you raise me? 
Date: May 29, 2024 || User: 24193 || Instance: Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you. 
Date: Nov 23, 2022 || User: 69295 || Instance: She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN. 
Date: Jan 11, 2024 || User: 42280 || Instance: How are you doing. How's the queen. Are you going for the royal wedding 
Date: Apr 27, 2025 || User: 88249 || Instance: Urgent Ur £500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 £1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF 
Date: Mar 10, 2024 || User: 98583 || Instance: Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x. 
Date: May 27, 2025 || User: 69677 || Instance: For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk. 
Date: Oct 04, 2022 || User: 23605 || Instance: Good Morning my Dear........... Have a great &amp; successful day. 
Date: Mar 15, 2022 || User: 88249 || Instance: What is the plural of the noun research? 
Date: May 13, 2025 || User: 37617 || Instance: Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804 
Date: Apr 29, 2023 || User: 57417 || Instance: Mom wants to know where you at 
Date: May 18, 2024 || User: 59462 || Instance: Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!! 
Date: May 02, 2022 || User: 31306 || Instance: V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night 
Date: Mar 27, 2022 || User: 49529 || Instance: Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks 
Date: Feb 27, 2023 || User: 85946 || Instance: Money i have won wining number 946 wot do i do next 
Date: Jun 01, 2024 || User: 55497 || Instance: Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz 
Date: Feb 05, 2023 || User: 63926 || Instance: I'm going 2 orchard now laready me reaching soon. U reaching? 
Date: Jul 22, 2024 || User: 68959 || Instance: Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q 
Date: Jun 09, 2025 || User: 58009 || Instance: FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone 
Date: Nov 21, 2023 || User: 51941 || Instance: Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz 
Date: Feb 03, 2025 || User: 16208 || Instance: EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+ 
Date: Sep 23, 2023 || User: 66292 || Instance: Bishan lar nearer... No need buy so early cos if buy now i gotta park my car... 
Date: Jul 18, 2022 || User: 42289 || Instance: all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468 
Date: Feb 22, 2024 || User: 42736 || Instance: Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü? 
Date: Oct 30, 2022 || User: 86891 || Instance: I've told you everything will stop. Just dont let her get dehydrated. 
Date: Jun 27, 2023 || User: 97608 || Instance: Yeah but which is worse for i 
Date: Jun 15, 2025 || User: 71102 || Instance: Will ü b going to esplanade fr home? 
Date: Jun 03, 2025 || User: 82887 || Instance: Do you still have the grinder? 
Date: Mar 21, 2025 || User: 16721 || Instance: Omw back to tampa from west palm, you hear what happened? 
Date: Aug 26, 2023 || User: 92222 || Instance: We still on for tonight? 
Date: Aug 15, 2022 || User: 44284 || Instance: LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms 
Date: Aug 11, 2022 || User: 60893 || Instance: Ill be at yours in about 3 mins but look out for me 
Date: Feb 07, 2024 || User: 34851 || Instance: Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16 
Date: Aug 08, 2023 || User: 88249 || Instance: Dear, will call Tmorrow.pls accomodate. 
Date: Jul 27, 2024 || User: 60893 || Instance: Wow v v impressed. Have funs shopping! 
Date: Jan 13, 2023 || User: 59051 || Instance: S:-)kallis wont play in first two odi:-) 
Date: Jan 21, 2024 || User: 68379 || Instance: Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120 
Date: Jul 13, 2024 || User: 84660 || Instance: You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P 
Date: Jul 12, 2024 || User: 18596 || Instance: I dont know ask to my brother. Nothing problem some thing that. Just i told . 
Date: Nov 07, 2024 || User: 50808 || Instance: URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU 
Date: Jul 27, 2022 || User: 88522 || Instance: I'm on my way home. Went to change batt 4 my watch then go shop a bit lor. 
Date: May 24, 2023 || User: 33202 || Instance: GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm  
Date: Apr 26, 2025 || User: 83504 || Instance: Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201. 
Date: Sep 04, 2024 || User: 75930 || Instance: Erm … ill pick you up at about 6.45pm. That'll give enough time to get there, park and that. 
Date: Jun 01, 2023 || User: 22976 || Instance: Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX 
Date: Dec 01, 2024 || User: 78163 || Instance: "URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50" 
Date: Sep 08, 2022 || User: 16721 || Instance: No. I.ll meet you in the library 
Date: Nov 04, 2024 || User: 73080 || Instance: "Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic" 
Date: Jun 12, 2025 || User: 73270 || Instance: Ma head dey swell oh. Thanks for making my day 
Date: Mar 24, 2025 || User: 63615 || Instance: Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate 
Date: Oct 27, 2022 || User: 37164 || Instance: PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04 
Date: Feb 19, 2024 || User: 27277 || Instance: Sure but since my parents will be working on Tuesday I don't really need a cover story 
Date: Feb 09, 2025 || User: 44633 || Instance: Pls dont forget to study 
Date: Jul 08, 2024 || User: 75575 || Instance: 4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs 
Date: Mar 18, 2024 || User: 57948 || Instance: Maybe westshore or hyde park village, the place near my house? 
Date: Aug 01, 2022 || User: 27239 || Instance: Thanks  and ! Or bomb and date as my phone wanted to say!  
Date: Sep 03, 2024 || User: 48675 || Instance: 1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m) 
Date: May 25, 2024 || User: 70397 || Instance: Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182 
Date: Jun 20, 2024 || User: 56019 || Instance: This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921 
Date: Jun 19, 2022 || User: 59719 || Instance: Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply. 
Date: Mar 29, 2023 || User: 34447 || Instance: Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates 
Date: Apr 09, 2024 || User: 66036 || Instance: Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late. 
Date: Dec 23, 2023 || User: 86576 || Instance: Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text 
Date: Nov 22, 2022 || User: 71398 || Instance: PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04  
Date: Jun 28, 2022 || User: 87718 || Instance: Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home. 
Date: Aug 08, 2022 || User: 74842 || Instance: I wanted to ask ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway. 
Date: Feb 08, 2023 || User: 56263 || Instance: Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1 
Date: Aug 27, 2024 || User: 92403 || Instance: UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available 
Date: Sep 16, 2024 || User: 52168 || Instance: YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins 
Date: Sep 15, 2023 || User: 43378 || Instance: URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only 
Date: Mar 22, 2024 || User: 46032 || Instance: I am not having her number sir 
Date: Feb 18, 2023 || User: 10375 || Instance: Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply 
Date: Oct 08, 2024 || User: 14228 || Instance: En chikku nange bakra msg kalstiya..then had tea/coffee? 
Date: Nov 01, 2023 || User: 75893 || Instance: Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ? 
Date: Feb 07, 2023 || User: 52877 || Instance: U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901 
Date: Nov 27, 2023 || User: 44123 || Instance: FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply 
Date: Mar 16, 2024 || User: 18596 || Instance: Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt 
Date: Apr 23, 2023 || User: 22695 || Instance: What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more! 
Date: Mar 27, 2022 || User: 51846 || Instance: No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow? 
Date: Apr 24, 2025 || User: 93842 || Instance: Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP 
Date: Oct 19, 2024 || User: 50808 || Instance: Call me da, i am waiting for your call. 
Date: Oct 25, 2024 || User: 63007 || Instance: I don know account details..i will ask my mom and send you.my mom is out of reach now. 
